Title,Artist,Creation_Date,estimate_year,url,img_URL,Medium,height_cm,width_cm,Accession_number,recoloured_image,colour_palette,relative_frequencies
HMS 'Vanguard',Fred Jay Girling,after 1943,1943,https://artuk.org/discover/artworks/hms-vanguard-83493/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_TEMP_15465-001.jpg,oil on canvas,55.2,86.3,T.1973.10.ai,"[[[166 186 196]
  [166 186 196]
  [166 186 196]
  ...
  [177 184 199]
  [175 190 183]
  [175 190 183]]

 [[166 186 196]
  [166 186 196]
  [166 186 196]
  ...
  [177 184 199]
  [175 190 183]
  [175 190 183]]

 [[166 186 196]
  [166 186 196]
  [166 186 196]
  ...
  [177 184 199]
  [175 190 183]
  [175 190 183]]

 ...

 [[219 225 218]
  [219 225 218]
  [205 218 222]
  ...
  [166 186 196]
  [166 186 196]
  [166 186 196]]

 [[175 190 183]
  [175 190 183]
  [166 186 196]
  ...
  [166 186 196]
  [166 186 196]
  [166 186 196]]

 [[175 190 183]
  [175 190 183]
  [166 186 196]
  ...
  [166 186 196]
  [166 186 196]
  [166 186 196]]]","[array([219, 225, 218], dtype=uint8), array([205, 218, 222], dtype=uint8), array([166, 186, 196], dtype=uint8), array([ 59,  88, 103], dtype=uint8), array([ 88, 116, 128], dtype=uint8), array([175, 190, 183], dtype=uint8), array([218, 220, 227], dtype=uint8), array([177, 184, 199], dtype=uint8), array([134, 178, 218], dtype=uint8)]","[0.38354932301740813, 0.2614990328820116, 0.13279013539651838, 0.0909840425531915, 0.05887088974854932, 0.03757011605415861, 0.019639748549323016, 0.00816247582205029, 0.006934235976789168]"
HMS Trawler 'Stella Pegasi',Stephen Bone,1943,1943,https://artuk.org/discover/artworks/hms-trawler-stella-pegasi-83242/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2724-001.jpg,oil on paper,35.6,25.4,2724,"[[[178 166 155]
  [178 166 155]
  [178 166 155]
  ...
  [122 125 118]
  [122 125 118]
  [122 125 118]]

 [[178 166 155]
  [178 166 155]
  [178 166 155]
  ...
  [122 125 118]
  [122 125 118]
  [122 125 118]]

 [[178 166 155]
  [178 166 155]
  [178 166 155]
  ...
  [122 125 118]
  [122 125 118]
  [122 125 118]]

 ...

 [[105 123 135]
  [105 123 135]
  [105 123 135]
  ...
  [137 123 113]
  [137 123 113]
  [137 123 113]]

 [[105 123 135]
  [105 123 135]
  [105 123 135]
  ...
  [137 123 113]
  [137 123 113]
  [137 123 113]]

 [[105 123 135]
  [105 123 135]
  [105 123 135]
  ...
  [137 123 113]
  [137 123 113]
  [137 123 113]]]","[array([161, 177, 186], dtype=uint8), array([219, 221, 211], dtype=uint8), array([205, 217, 223], dtype=uint8), array([53, 72, 87], dtype=uint8), array([176, 179, 172], dtype=uint8), array([105, 123, 135], dtype=uint8), array([172, 174, 184], dtype=uint8), array([137, 123, 113], dtype=uint8), array([178, 166, 155], dtype=uint8), array([214, 215, 223], dtype=uint8), array([85, 69, 60], dtype=uint8), array([19, 34, 45], dtype=uint8), array([68, 73, 88], dtype=uint8), array([224, 216, 209], dtype=uint8), array([119, 120, 130], dtype=uint8), array([122, 125, 118], dtype=uint8), array([125, 175, 217], dtype=uint8), array([17, 27, 44], dtype=uint8)]","[0.269553415061296, 0.1315039404553415, 0.08543126094570928, 0.07546190893169877, 0.06739711033274956, 0.052086252189141855, 0.05010507880910683, 0.04775394045534151, 0.03745621716287215, 0.030374343257443082, 0.025050350262697023, 0.023487302977232925, 0.021554290718038528, 0.019851138353765323, 0.019165936952714537, 0.01765542907180385, 0.01332092819614711, 0.012791155866900175]"
"Stornoway, Drifters in Harbour, Saturday Afternoon",Stephen Bone,1943,1943,https://artuk.org/discover/artworks/stornoway-drifters-in-harbour-saturday-afternoon-83237/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2719-001.jpg,oil on board,25.4,35.6,2719,"[[[124 125 133]
  [124 125 133]
  [124 125 133]
  ...
  [124 125 133]
  [124 125 133]
  [124 125 133]]

 [[124 125 133]
  [124 125 133]
  [124 125 133]
  ...
  [124 125 133]
  [124 125 133]
  [124 125 133]]

 [[124 125 133]
  [124 125 133]
  [124 125 133]
  ...
  [124 125 133]
  [124 125 133]
  [124 125 133]]

 ...

 [[119 122 112]
  [119 122 112]
  [119 122 112]
  ...
  [119 122 112]
  [119 122 112]
  [119 122 112]]

 [[119 122 112]
  [119 122 112]
  [119 122 112]
  ...
  [119 122 112]
  [119 122 112]
  [119 122 112]]

 [[ 70  75  67]
  [ 70  75  67]
  [ 70  75  67]
  ...
  [124 125 133]
  [124 125 133]
  [124 125 133]]]","[array([163, 171, 176], dtype=uint8), array([161, 164, 173], dtype=uint8), array([121, 129, 134], dtype=uint8), array([124, 125, 133], dtype=uint8), array([209, 214, 208], dtype=uint8), array([173, 176, 169], dtype=uint8), array([63, 74, 78], dtype=uint8), array([201, 209, 212], dtype=uint8), array([73, 71, 81], dtype=uint8), array([131, 112, 104], dtype=uint8), array([119, 122, 112], dtype=uint8), array([88, 69, 61], dtype=uint8), array([176, 163, 151], dtype=uint8), array([24, 33, 38], dtype=uint8), array([70, 75, 67], dtype=uint8), array([29, 28, 37], dtype=uint8), array([208, 209, 216], dtype=uint8), array([49, 31, 25], dtype=uint8), array([145, 113,  75], dtype=uint8), array([109,  70,  40], dtype=uint8)]","[0.2239754816112084, 0.09282837127845885, 0.08529553415061296, 0.0767907180385289, 0.07293563922942206, 0.06721322241681262, 0.05932136602451839, 0.056304728546409805, 0.03591506129597198, 0.03510726795096322, 0.03405210157618214, 0.031838879159369525, 0.0253984238178634, 0.02228765323992995, 0.018756567425569175, 0.014827057793345009, 0.014533712784588442, 0.013380035026269702, 0.011714098073555166, 0.007524080560420315]"
Aftermath,Marion Elizabeth Adnams,1946,1946,https://artuk.org/discover/artworks/aftermath-211096/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/NGS/NGS/NGS_NGS_GMA_4815-001.jpg,oil on panel,32.3,23.1,GMA 4815,"[[[176 167 138]
  [176 167 138]
  [176 167 138]
  ...
  [179 163 133]
  [179 163 133]
  [179 163 133]]

 [[176 167 138]
  [176 167 138]
  [176 167 138]
  ...
  [176 167 138]
  [179 163 133]
  [179 163 133]]

 [[176 167 138]
  [176 167 138]
  [176 167 138]
  ...
  [176 167 138]
  [179 163 133]
  [176 167 138]]

 ...

 [[148 127  86]
  [148 127  86]
  [148 127  86]
  ...
  [ 73  69  51]
  [ 73  69  51]
  [ 73  69  51]]

 [[148 127  86]
  [148 127  86]
  [142 128  84]
  ...
  [ 73  69  51]
  [ 73  69  51]
  [ 73  69  51]]

 [[148 127  86]
  [148 127  86]
  [142 128  84]
  ...
  [ 73  69  51]
  [ 73  69  51]
  [ 73  69  51]]]","[array([187, 164, 119], dtype=uint8), array([183, 167, 122], dtype=uint8), array([179, 163, 133], dtype=uint8), array([36, 36, 26], dtype=uint8), array([148, 127,  86], dtype=uint8), array([142, 128,  84], dtype=uint8), array([73, 69, 51], dtype=uint8), array([128, 122,  99], dtype=uint8), array([176, 167, 138], dtype=uint8), array([144, 129, 104], dtype=uint8), array([77, 65, 49], dtype=uint8), array([120,  47,  32], dtype=uint8), array([231, 215, 165], dtype=uint8), array([92, 73, 35], dtype=uint8), array([231, 205, 153], dtype=uint8), array([226, 216, 184], dtype=uint8), array([200, 160,  90], dtype=uint8), array([87, 77, 37], dtype=uint8)]","[0.17896262886597938, 0.14353737113402062, 0.10176546391752578, 0.07389175257731959, 0.07044888316151203, 0.07002577319587629, 0.060088058419243986, 0.0594909793814433, 0.05924183848797251, 0.05599871134020618, 0.04267182130584193, 0.017957474226804125, 0.017115549828178693, 0.014164518900343643, 0.013152920962199314, 0.008943298969072165, 0.007525773195876289, 0.005017182130584192]"
Ship 'Invercargill',George Young,1947,1947,https://artuk.org/discover/artworks/ship-invercargill-106189/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/MMU/ABD_MMU_AG001223-001.jpg,oil on canvas & board,18.5,22.5,ABDAG001223,"[[[164 175 143]
  [164 175 143]
  [164 175 143]
  ...
  [116 122 104]
  [116 122 104]
  [164 175 143]]

 [[164 175 143]
  [164 175 143]
  [164 175 143]
  ...
  [116 122 104]
  [116 122 104]
  [164 175 143]]

 [[164 175 143]
  [164 175 143]
  [164 175 143]
  ...
  [116 122 104]
  [116 122 104]
  [116 122 104]]

 ...

 [[164 175 143]
  [131 127  83]
  [116 122 104]
  ...
  [ 63  72  61]
  [ 63  72  61]
  [ 63  72  61]]

 [[131 127  83]
  [131 127  83]
  [116 122 104]
  ...
  [ 63  72  61]
  [ 63  72  61]
  [ 63  72  61]]

 [[209 211 176]
  [209 211 176]
  [164 175 143]
  ...
  [116 122 104]
  [116 122 104]
  [116 122 104]]]","[array([178, 180, 131], dtype=uint8), array([164, 175, 143], dtype=uint8), array([116, 122, 104], dtype=uint8), array([63, 72, 61], dtype=uint8), array([215, 211, 161], dtype=uint8), array([29, 34, 27], dtype=uint8), array([58, 72, 75], dtype=uint8), array([209, 211, 176], dtype=uint8), array([200, 166, 114], dtype=uint8), array([149, 115,  71], dtype=uint8), array([131, 127,  83], dtype=uint8), array([103,  70,  35], dtype=uint8), array([206, 161,  80], dtype=uint8)]","[0.381561331974176, 0.22564475025484199, 0.0708392796466191, 0.0706583418280666, 0.05974091063540605, 0.05810737342847434, 0.056143391097519535, 0.01550203873598369, 0.01416241930003398, 0.013664627930682977, 0.012855079850492694, 0.011086476384641523, 0.010033978933061502]"
Lobster Pots,Józef Sękalski,c.1952,1952,https://artuk.org/discover/artworks/lobster-pots-93773/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/EDI/CITY/EDI_CITY_CAC_1990_76-001.jpg,oil on canvas,63.5,76.2,CAC1990_76,"[[[158 169 160]
  [158 169 160]
  [158 169 160]
  ...
  [122 134 123]
  [122 134 123]
  [122 134 123]]

 [[122 134 123]
  [158 169 160]
  [158 169 160]
  ...
  [122 134 123]
  [122 134 123]
  [122 134 123]]

 [[122 134 123]
  [158 169 160]
  [158 169 160]
  ...
  [122 134 123]
  [122 134 123]
  [122 134 123]]

 ...

 [[ 95  74  70]
  [ 95  74  70]
  [ 95  74  70]
  ...
  [135 112 104]
  [135 112 104]
  [135 112 104]]

 [[135 112 104]
  [ 95  74  70]
  [135 112 104]
  ...
  [135 112 104]
  [135 112 104]
  [135 112 104]]

 [[135 112 104]
  [ 95  74  70]
  [135 112 104]
  ...
  [135 112 104]
  [135 112 104]
  [135 112 104]]]","[array([66, 66, 84], dtype=uint8), array([33, 34, 50], dtype=uint8), array([147, 169, 171], dtype=uint8), array([158, 169, 160], dtype=uint8), array([115, 116, 132], dtype=uint8), array([169, 166, 176], dtype=uint8), array([185, 170, 162], dtype=uint8), array([135, 112, 104], dtype=uint8), array([108, 134, 139], dtype=uint8), array([55, 69, 81], dtype=uint8), array([95, 74, 70], dtype=uint8), array([122, 134, 123], dtype=uint8), array([217, 215, 220], dtype=uint8), array([214, 213, 204], dtype=uint8), array([188, 183,  46], dtype=uint8), array([168, 125,  40], dtype=uint8), array([ 63,  71, 110], dtype=uint8), array([192, 150,  58], dtype=uint8), array([186, 168,  69], dtype=uint8), array([214, 206, 200], dtype=uint8), array([200, 214, 219], dtype=uint8)]","[0.17830579246624023, 0.1452771855010661, 0.10766879886282871, 0.07239783226723526, 0.06989605543710022, 0.06557924662402274, 0.06341417910447761, 0.060967484008528784, 0.05224147121535181, 0.04318674484719261, 0.035775586353944566, 0.024364783226723526, 0.018480810234541577, 0.012881130063965886, 0.009158670931058991, 0.008893034825870647, 0.008850390902629708, 0.006476545842217484, 0.006333511016346837, 0.0054779673063255156, 0.004372778962331201]"
Catterline Coastguard Cottages,Joan Kathleen Harding Eardley,c.1952,1952,https://artuk.org/discover/artworks/catterline-coastguard-cottages-83876/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2963-001.jpg,oil on canvas,35.6,83.8,2963,"[[[ 33  78 132]
  [ 33  78 132]
  [ 33  78 132]
  ...
  [ 33  78 132]
  [ 33  78 132]
  [ 33  78 132]]

 [[ 81 115 167]
  [ 81 115 167]
  [ 33  78 132]
  ...
  [ 33  78 132]
  [ 81 115 167]
  [ 33  78 132]]

 [[ 81 115 167]
  [ 81 115 167]
  [ 33  78 132]
  ...
  [ 33  78 132]
  [ 81 115 167]
  [ 33  78 132]]

 ...

 [[120  60  61]
  [120  60  61]
  [120  60  61]
  ...
  [130 120 141]
  [137 156 200]
  [137 156 200]]

 [[120  60  61]
  [120  60  61]
  [120  60  61]
  ...
  [137 156 200]
  [130 120 141]
  [130 120 141]]

 [[120  60  61]
  [120  60  61]
  [120  60  61]
  ...
  [130 120 141]
  [130 120 141]
  [130 120 141]]]","[array([17, 22, 12], dtype=uint8), array([ 81, 115, 167], dtype=uint8), array([ 33,  78, 132], dtype=uint8), array([130, 120, 141], dtype=uint8), array([ 28,  75, 146], dtype=uint8), array([144, 113, 103], dtype=uint8), array([14, 28, 33], dtype=uint8), array([165, 101, 107], dtype=uint8), array([15, 16, 24], dtype=uint8), array([ 69, 115, 159], dtype=uint8), array([66, 72, 18], dtype=uint8), array([ 35,  86, 127], dtype=uint8), array([137, 156, 200], dtype=uint8), array([220, 220, 199], dtype=uint8), array([150, 115,  76], dtype=uint8), array([160, 108, 129], dtype=uint8), array([96, 65, 26], dtype=uint8), array([120,  60,  61], dtype=uint8), array([32, 74, 18], dtype=uint8), array([118,  45,  19], dtype=uint8), array([129, 119,  69], dtype=uint8), array([ 57, 104, 174], dtype=uint8), array([138,  54,   8], dtype=uint8), array([125,  23,  10], dtype=uint8)]","[0.11672872340425532, 0.08780395136778116, 0.08177051671732523, 0.06948328267477204, 0.06865121580547112, 0.06324088145896657, 0.05580547112462006, 0.05426671732522796, 0.049019756838905776, 0.04645896656534954, 0.03470364741641337, 0.03469604863221885, 0.03332446808510638, 0.03189589665653495, 0.030220364741641338, 0.029528875379939208, 0.023503039513677812, 0.019566869300911855, 0.016538753799392097, 0.016246200607902734, 0.01472644376899696, 0.010398936170212767, 0.005740881458966565, 0.005680091185410335]"
Ferryden,William Alexander Burns,c.1952,1952,https://artuk.org/discover/artworks/ferryden-83413/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2973-001.jpg,oil on canvas,66.0,101.6,2973,"[[[135 122 109]
  [135 122 109]
  [135 122 109]
  ...
  [135 122 109]
  [135 122 109]
  [135 122 109]]

 [[170 158 147]
  [135 122 109]
  [135 122 109]
  ...
  [135 122 109]
  [135 122 109]
  [135 122 109]]

 [[170 158 147]
  [135 122 109]
  [135 122 109]
  ...
  [135 122 109]
  [135 122 109]
  [135 122 109]]

 ...

 [[135 122 109]
  [135 122 109]
  [135 122 109]
  ...
  [174 162 118]
  [130 112  74]
  [130 112  74]]

 [[ 86  73  54]
  [135 122 109]
  [135 122 109]
  ...
  [174 162 118]
  [182 159 119]
  [130 112  74]]

 [[135 122 109]
  [135 122 109]
  [135 122 109]
  ...
  [174 162 118]
  [182 159 119]
  [182 159 119]]]","[array([74, 69, 24], dtype=uint8), array([135, 122, 109], dtype=uint8), array([29, 26,  6], dtype=uint8), array([121, 117,  95], dtype=uint8), array([33, 22,  6], dtype=uint8), array([81, 76, 51], dtype=uint8), array([169, 163, 170], dtype=uint8), array([170, 158, 147], dtype=uint8), array([47, 43,  4], dtype=uint8), array([118, 110,  67], dtype=uint8), array([165, 162, 146], dtype=uint8), array([80, 63, 23], dtype=uint8), array([86, 73, 54], dtype=uint8), array([55, 40,  4], dtype=uint8), array([130, 112,  74], dtype=uint8), array([182, 159, 119], dtype=uint8), array([174, 162, 118], dtype=uint8)]","[0.20145544554455447, 0.11403712871287129, 0.10518564356435643, 0.10495049504950495, 0.07552475247524752, 0.07276237623762376, 0.07113861386138613, 0.05503712871287129, 0.04498267326732673, 0.03637128712871287, 0.03300990099009901, 0.030814356435643564, 0.019955445544554456, 0.015155940594059406, 0.008106435643564357, 0.005918316831683168, 0.005594059405940594]"
Passenger-Cargo Motor Vessel 'Rangitane',Cavendish Morton,after 1948,1948,https://artuk.org/discover/artworks/passenger-cargo-motor-vessel-rangitane-85418/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_T_1973_10_aa-001.jpg,oil on canvas,76.3,61.1,T.1973.10.aa,"[[[ 47  73  81]
  [ 47  73  81]
  [ 47  73  81]
  ...
  [104 127 134]
  [104 127 134]
  [ 47  73  81]]

 [[ 47  73  81]
  [ 47  73  81]
  [ 47  73  81]
  ...
  [104 127 134]
  [ 47  73  81]
  [ 47  73  81]]

 [[ 47  73  81]
  [ 47  73  81]
  [ 47  73  81]
  ...
  [104 127 134]
  [ 47  73  81]
  [ 47  73  81]]

 ...

 [[ 18  38  47]
  [ 18  38  47]
  [ 18  38  47]
  ...
  [ 18  38  47]
  [ 18  38  47]
  [ 18  38  47]]

 [[ 18  38  47]
  [ 18  38  47]
  [ 18  38  47]
  ...
  [ 57  80  70]
  [ 18  38  47]
  [ 18  38  47]]

 [[ 18  38  47]
  [ 18  38  47]
  [ 18  38  47]
  ...
  [ 57  80  70]
  [ 57  80  70]
  [ 18  38  47]]]","[array([163, 174, 161], dtype=uint8), array([203, 215, 192], dtype=uint8), array([143, 173, 179], dtype=uint8), array([104, 127, 134], dtype=uint8), array([47, 73, 81], dtype=uint8), array([18, 38, 47], dtype=uint8), array([120, 134, 122], dtype=uint8), array([226, 218, 174], dtype=uint8), array([ 90, 147, 183], dtype=uint8), array([102, 159, 193], dtype=uint8), array([57, 80, 70], dtype=uint8), array([230, 216, 195], dtype=uint8), array([185, 208, 207], dtype=uint8)]","[0.2367250342361028, 0.17014080012763752, 0.152776780609735, 0.1440123382925824, 0.0946644861925465, 0.08443221251645328, 0.049733423743235874, 0.02353316580910215, 0.012418066025820004, 0.01179317405235797, 0.008639463922460212, 0.007017403906239613, 0.0041136505657266694]"
The Ruins,James Cumming,1948,1948,https://artuk.org/discover/artworks/the-ruins-225182/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/EDII/ECA/EDII_ECA_PCF253-001.jpg,oil on canvas,50.0,90.0,PCF253,"[[[174 158 130]
  [154 131  84]
  [154 131  84]
  ...
  [174 164 132]
  [174 158 130]
  [174 158 130]]

 [[174 158 130]
  [174 158 130]
  [174 158 130]
  ...
  [174 164 132]
  [174 164 132]
  [174 164 132]]

 [[174 158 130]
  [174 158 130]
  [174 158 130]
  ...
  [174 158 130]
  [174 158 130]
  [174 164 132]]

 ...

 [[176 162 112]
  [189 175  90]
  [189 175  90]
  ...
  [176 162 112]
  [176 162 112]
  [176 162 112]]

 [[189 175  90]
  [156 125  53]
  [156 125  53]
  ...
  [176 162 112]
  [176 162 112]
  [176 162 112]]

 [[156 125  53]
  [156 125  53]
  [156 125  53]
  ...
  [176 162 112]
  [176 162 112]
  [176 162 112]]]","[array([176, 162, 112], dtype=uint8), array([174, 158, 130], dtype=uint8), array([180, 156, 107], dtype=uint8), array([154, 131,  84], dtype=uint8), array([174, 164, 132], dtype=uint8), array([149, 136,  87], dtype=uint8), array([189, 175,  90], dtype=uint8), array([156, 125,  53], dtype=uint8), array([191, 157,  78], dtype=uint8)]","[0.35989194915254236, 0.12771398305084747, 0.1186207627118644, 0.11859533898305084, 0.09201271186440678, 0.0858771186440678, 0.07257415254237289, 0.01350635593220339, 0.011207627118644068]"
Scapa Flow,Stanley Cursiter,1948,1948,https://artuk.org/discover/artworks/scapa-flow-215249/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/SS/DGG/SS_DGG_DGDET_61D-001.jpg,oil on canvas,29.2,49.5,DGDET 61D,"[[[178 183 167]
  [178 183 167]
  [174 186 196]
  ...
  [178 183 167]
  [178 183 167]
  [178 183 167]]

 [[178 183 167]
  [178 183 167]
  [174 186 196]
  ...
  [178 183 167]
  [178 183 167]
  [178 183 167]]

 [[178 183 167]
  [178 183 167]
  [174 186 196]
  ...
  [178 183 167]
  [178 183 167]
  [178 183 167]]

 ...

 [[189 180 135]
  [189 180 135]
  [189 180 135]
  ...
  [130 110  96]
  [113 126  98]
  [113 126  98]]

 [[189 180 135]
  [189 180 135]
  [189 180 135]
  ...
  [113 126  98]
  [113 126  98]
  [113 126  98]]

 [[189 180 135]
  [189 180 135]
  [189 180 135]
  ...
  [113 126  98]
  [113 126  98]
  [113 126  98]]]","[array([174, 186, 196], dtype=uint8), array([202, 212, 218], dtype=uint8), array([178, 183, 167], dtype=uint8), array([210, 211, 198], dtype=uint8), array([174, 180, 195], dtype=uint8), array([113, 126,  98], dtype=uint8), array([205, 210, 223], dtype=uint8), array([189, 180, 135], dtype=uint8), array([92, 63, 48], dtype=uint8), array([ 82, 111, 156], dtype=uint8), array([130, 110,  96], dtype=uint8), array([118, 128,  84], dtype=uint8), array([219, 210, 195], dtype=uint8), array([193, 179, 159], dtype=uint8), array([200, 179, 137], dtype=uint8)]","[0.2696070529353967, 0.25072156718251043, 0.12205424035863424, 0.1148174588553181, 0.07005150761483665, 0.03649095738147875, 0.03471774441169246, 0.019676139154998773, 0.018772261115205108, 0.017799296855809384, 0.011529722426922132, 0.011124800417587816, 0.008088844878408254, 0.007693518177352002, 0.006854888233849177]"
